id_case,POST_vote,POST_president,PRE_present_religion,PRE_age,PRE_education,PRE_race,PRE_sex,PRE_occupation
431017,1,3,2,34,3,1,2,1
431031,1,1,2,65,4,1,1,1
431055,1,2,2,80,3,1,2,7
431079,-6,-6,2,52,5,2,2,1
431086,-6,-6,12,23,3,3,1,1
431093,1,2,2,50,3,3,1,1
431116,1,1,1,45,3,1,1,1
431123,1,2,2,65,3,1,2,5
431147,1,1,12,37,5,1,1,1
431161,-6,-6,12,29,5,1,1,1
431178,1,1,1,79,4,1,1,5
431208,1,1,2,67,3,1,2,1
431222,-6,-6,-9,-9,2,1,2,7
431239,-6,-6,2,50,3,3,1,6
431253,1,2,12,-9,2,1,1,6
431277,1,1,2,71,1,1,2,5
431314,-1,-1,11,37,3,2,2,1
431345,1,1,7,38,4,4,1,1
431352,1,2,1,44,5,1,2,1
431420,1,2,1,37,5,1,2,1
431499,1,2,12,50,4,1,1,1
431505,1,5,2,45,2,1,1,1
431512,-6,-6,11,41,3,3,2,1
431536,-1,-1,1,-9,3,1,2,5
431581,1,1,11,73,5,1,1,1
431598,1,1,11,23,2,2,2,1
431611,-1,-1,1,59,2,3,1,1
431628,1,2,-9,-9,-9,-9,-9,-2
431635,-6,-6,3,39,5,1,2,1
431710,1,2,11,67,3,1,2,5
431727,-1,-1,-9,46,-2,1,1,1
431734,1,1,12,67,5,1,1,5
431758,-1,-1,11,54,1,1,2,6
431765,1,-9,11,59,2,1,2,1
431772,1,1,2,80,4,1,1,5
431789,1,1,12,26,3,1,2,1
431796,1,1,11,18,2,2,2,8
431857,-6,-6,1,62,4,1,1,1
431901,1,1,12,37,4,1,2,2
431918,1,1,1,32,4,2,1,1
431987,1,2,2,54,3,1,1,2
432065,-7,-7,11,34,3,1,2,2
432119,-1,-1,2,60,4,1,1,1
432126,1,2,1,74,5,1,1,5
432140,1,5,12,34,5,-9,1,1
432164,1,2,11,62,2,1,1,5
432225,1,2,1,36,1,1,2,1
432232,1,1,12,44,4,1,2,2
432249,1,1,2,57,3,1,1,6
432263,-1,-1,1,74,3,1,2,5
432294,-1,-1,12,44,2,2,1,1
432300,-1,-1,6,45,1,1,2,5
432317,2,-1,11,30,5,1,2,1
432386,-1,-1,9,24,1,1,1,1
432393,1,2,2,63,2,1,2,1
432423,1,2,1,66,3,1,2,5
432492,1,2,11,54,2,5,2,1
432508,1,1,1,75,3,1,1,5
432522,1,1,2,31,3,1,1,1
432546,1,1,2,58,4,1,2,6
432553,1,2,2,45,3,1,1,1
432560,1,1,11,74,3,6,1,2
432584,1,1,9,29,5,1,1,1
432591,1,1,12,32,5,1,2,8
432607,1,1,12,35,3,1,1,1
432614,1,1,10,63,5,1,1,4
432713,-6,-6,5,32,1,6,1,1
432737,-6,-6,12,35,3,2,2,1
432744,1,1,2,68,3,1,2,5
432751,1,2,11,31,4,1,1,1
432775,1,1,11,50,4,1,1,1
432805,1,2,1,77,4,1,1,5
432850,1,1,8,41,4,4,1,1
432867,1,1,2,37,4,1,1,1
432898,1,1,12,50,4,2,1,1
432904,-1,-1,2,40,5,1,2,1
432911,1,1,10,35,3,1,2,1
432928,1,2,12,25,4,1,1,1
432959,1,5,9,30,4,1,2,1
432980,-6,-6,11,65,1,1,2,1
433020,1,1,11,68,4,2,2,5
433051,-6,-6,1,53,3,1,2,2
433112,1,1,1,78,3,1,2,5
433129,1,1,10,40,3,1,1,1
433136,1,2,1,47,3,1,1,1
433143,-6,-6,11,44,3,1,1,1
433150,1,2,1,66,5,1,2,5
433167,1,1,2,76,3,1,1,5
433174,-6,-6,2,67,2,1,1,5
433181,1,5,12,-9,3,5,2,1
433242,1,1,1,68,5,1,1,1
433327,1,1,2,76,2,3,2,5
433341,1,-9,12,64,-9,3,2,6
433358,1,1,11,29,3,1,2,1
433365,1,1,12,44,4,3,1,1
433402,1,2,12,36,3,1,2,7
433433,1,2,11,52,2,1,2,5
433464,1,1,2,33,5,3,1,1
433495,1,2,9,51,3,1,2,1
433549,1,1,12,25,3,3,2,1
433594,1,2,1,66,4,1,2,5
433600,-6,-6,3,38,4,2,1,1
433617,1,2,2,42,4,3,1,2
433624,1,2,1,65,3,1,1,5
433648,-1,-1,-9,55,3,1,2,1
433655,1,1,11,20,3,1,2,1
433662,1,2,1,75,5,1,1,5
433686,-1,-1,12,26,2,2,2,1
433693,1,2,1,36,3,1,2,7
433730,-1,-1,12,34,3,6,2,1
433747,1,1,2,39,4,1,2,7
433785,-1,-1,11,21,2,3,2,8
433792,1,1,12,38,5,1,2,1
433808,-6,-6,12,34,3,1,1,1
433815,1,1,12,67,4,1,1,5
433839,-1,-1,11,63,5,5,1,5
433846,1,1,11,41,2,2,1,2
433853,-6,-6,1,75,3,1,1,5
433860,1,1,12,68,5,1,2,1
433938,1,1,2,73,5,1,2,7
433945,1,1,11,20,2,3,1,8
433952,1,1,9,31,3,1,2,7
434016,1,1,12,34,5,6,2,1
434030,1,2,1,32,3,3,2,7
434047,1,1,12,50,4,4,2,1
434078,1,1,1,-9,5,1,2,5
434108,1,2,11,33,5,3,1,1
434122,1,2,1,65,5,1,2,5
434146,1,2,1,71,5,1,2,5
434160,1,1,2,34,4,1,1,1
434177,-1,-1,12,54,3,1,1,2
434207,2,-1,1,66,2,1,2,5
434214,1,1,2,44,4,1,1,1
434245,-6,-6,9,52,4,1,1,1
434269,-6,-6,1,70,3,2,2,5
434283,1,2,12,34,2,1,2,1
434337,1,2,11,43,3,1,1,1
434399,-1,-1,2,36,3,3,2,1
434436,1,1,11,58,3,1,1,1
434450,1,2,11,-9,4,4,2,7
434474,1,1,2,75,3,1,2,7
434481,1,2,11,53,1,1,2,1
434535,1,1,11,65,2,3,1,5
434542,1,1,12,52,3,2,2,1
434566,1,1,9,35,4,1,1,1
434597,-1,-1,12,63,2,1,1,1
434658,1,-9,1,28,3,1,1,1
434696,-1,-1,1,33,5,1,1,1
434740,1,2,10,57,3,1,2,1
434757,-6,-6,12,65,3,1,2,5
434764,1,2,11,65,2,3,2,6
434771,1,1,7,48,3,1,2,2
434788,1,1,11,25,3,2,2,1
434818,1,2,2,64,4,1,2,1
434825,1,1,2,80,5,1,1,5
434832,-1,-1,11,49,2,2,2,-2
434856,1,1,10,67,5,1,1,6
434900,1,1,2,59,3,1,1,1
434924,1,2,12,39,3,1,1,1
434931,2,-1,12,61,4,1,2,1
434955,-1,-1,12,40,1,1,2,1
434962,1,1,1,52,4,1,2,4
434979,1,1,12,46,4,1,1,1
434986,1,2,11,51,1,1,2,2
434993,1,1,1,-9,4,1,2,5
435026,1,2,1,63,4,1,1,1
435040,-1,-1,2,31,3,3,1,1
435071,1,2,11,80,2,1,2,5
435101,1,2,12,80,3,3,2,5
435125,1,1,1,51,5,1,2,1
435194,-1,-1,1,59,4,1,2,1
435200,1,1,11,55,3,3,2,1
435231,-6,-6,12,29,3,1,2,1
435323,-1,-1,11,20,3,2,2,1
435330,1,2,12,80,-2,4,1,1
435460,-1,-1,2,47,4,1,1,1
435491,1,1,12,28,5,1,2,1
435507,1,2,1,48,3,1,1,1
435514,1,1,1,63,4,2,1,5
435538,-1,-1,10,33,3,1,2,1
435552,1,1,1,55,4,1,2,1
435576,1,1,11,29,5,1,2,1
435613,-1,-1,11,51,3,5,1,5
435620,1,1,1,38,3,3,2,7
435637,-6,-6,1,-9,4,3,2,1
435644,1,2,1,80,3,1,2,5
435736,1,1,2,34,4,1,1,1
435859,-1,-1,12,43,5,1,1,1
435866,1,1,10,41,4,1,1,1
435873,1,2,2,51,4,1,1,1
435880,1,2,11,58,2,1,1,5
435941,-6,-6,12,35,3,2,2,8
435958,1,2,1,55,3,1,2,1
435965,1,1,1,35,4,3,2,1
435972,1,1,9,38,5,3,2,1
436036,1,1,1,39,4,1,2,1
436043,1,2,5,39,3,3,2,1
436050,-1,-1,12,60,1,1,1,6
436067,1,2,1,56,3,3,2,7
436074,-6,-6,12,60,3,3,2,6
436159,1,1,1,-9,3,-9,-9,-2
436166,1,1,3,32,4,4,2,1
436241,1,1,4,24,3,1,2,1
436289,-1,-1,12,42,3,1,2,1
436296,1,1,1,72,4,1,1,1
436302,1,1,1,35,3,3,2,1
436333,1,2,12,-9,3,-9,-9,-2
436357,1,1,11,30,4,2,2,1
436418,1,2,1,60,3,1,2,1
436524,1,1,2,71,2,1,1,5
436531,1,1,11,63,3,1,1,1
436579,1,2,2,33,4,1,2,1
436609,1,2,11,27,3,1,2,4
436678,1,2,2,44,4,1,2,1
436708,1,1,12,62,5,1,1,5
436753,1,2,1,80,5,1,1,5
436784,1,1,11,63,5,2,1,5
436814,1,2,11,43,4,1,2,1
436821,-6,-6,1,78,1,1,1,5
436883,-6,-6,1,73,3,1,1,5
436906,1,1,12,18,3,4,1,8
436920,1,1,2,31,4,1,2,1
436937,-1,-1,10,19,3,3,2,8
436975,1,2,1,70,5,1,1,1
437008,1,1,12,35,5,1,2,1
437039,-1,-1,12,74,4,1,2,5
437077,-1,-1,5,37,2,1,1,1
437107,-1,-1,11,37,3,3,2,1
437121,1,1,9,73,-2,1,1,5
437145,-1,-1,2,57,3,1,1,1
437169,1,1,10,21,3,3,2,8
437183,1,3,2,29,3,3,1,1
437190,1,2,1,52,4,1,2,6
437237,1,2,2,33,4,1,1,1
437299,1,4,2,40,5,1,1,1
437374,1,1,10,80,5,1,1,5
437398,1,1,7,30,4,4,2,1
437435,1,1,12,29,2,1,2,1
437459,1,2,2,40,5,1,1,1
437473,1,1,1,74,5,1,2,5
437480,-1,-1,10,25,4,1,1,1
437497,-1,-1,2,64,3,1,1,1
437527,1,1,12,50,4,1,2,1
437541,1,1,11,48,2,2,1,1
437572,-1,-1,12,25,2,2,2,4
437596,1,3,2,80,3,1,2,5
437657,-6,-6,12,60,4,2,2,1
437688,1,1,1,72,2,1,1,5
437718,1,1,1,69,3,2,1,5
437749,1,12,11,19,2,5,2,1
437763,1,1,2,80,3,1,2,5
437947,1,1,12,49,2,2,1,1
437954,1,2,11,54,4,4,1,1
437961,1,1,12,46,3,1,2,6
437985,1,1,1,80,2,1,2,7
437992,1,2,1,29,4,1,2,1
438025,-1,-1,12,27,3,1,-9,1
438032,-1,-1,2,23,2,3,2,1
438049,1,2,4,-9,5,4,1,1
438056,-1,-1,1,-9,4,1,2,7
438087,1,2,1,77,3,1,2,5
438131,-1,-1,2,68,4,1,1,5
438148,1,2,1,77,3,1,2,7
438162,-1,-1,1,80,2,1,2,7
438186,1,2,1,68,3,1,2,5
438254,1,1,12,73,5,1,1,5
438261,1,1,12,36,5,3,2,4
438308,1,2,11,26,5,1,1,1
438322,1,-9,1,46,3,5,2,1
438339,-1,-1,3,55,3,1,2,1
438346,1,2,10,35,3,1,1,1
438353,1,4,11,41,5,1,2,1
438384,1,1,12,26,5,2,2,1
438414,1,1,2,-9,4,1,2,5
438421,-6,-6,11,65,5,-9,1,1
438476,-6,-6,1,80,2,1,2,5
438490,1,4,10,59,3,4,1,1
438506,1,1,11,58,5,1,1,1
438513,1,2,2,45,4,1,1,1
438551,1,1,2,-9,2,1,-9,5
438568,1,1,11,53,2,2,1,6
438575,1,1,3,-9,5,1,1,1
438599,1,1,2,41,4,1,2,1
438629,1,1,12,34,3,1,1,1
438636,1,1,2,36,4,3,2,1
438650,1,1,12,-9,5,1,2,5
438735,1,2,1,69,5,1,2,5
438742,1,1,12,29,5,3,2,1
438766,1,1,1,30,3,1,1,1
438834,1,3,1,66,5,1,1,1
438872,1,1,5,75,3,1,1,5
438889,1,1,-9,69,4,2,1,5
438933,1,2,1,73,2,1,1,5
438940,1,1,11,52,4,2,2,1
438957,1,2,1,32,4,1,2,1
438995,1,2,1,76,3,1,1,5
439004,1,2,12,55,3,1,2,1
439028,-6,-6,1,80,4,5,2,5
439042,1,2,1,28,3,1,2,1
439059,1,1,10,49,5,3,1,1
439073,1,2,1,52,3,1,1,1
439097,1,1,2,68,4,1,2,5
439127,1,1,12,19,2,1,2,8
439141,-1,-1,1,80,3,6,1,1
439158,1,1,2,51,4,4,1,1
439165,1,2,1,77,2,1,2,7
439219,-6,-6,11,64,4,1,1,4
439226,1,2,11,65,3,1,1,1
439257,1,2,11,33,3,1,2,1
439301,1,1,10,30,5,1,2,1
439325,1,2,-9,38,3,1,2,1
439332,1,1,5,66,4,1,1,1
439349,1,2,4,20,2,1,2,1
439387,1,2,1,80,2,1,2,5
439417,1,2,2,72,2,1,2,5
439455,1,1,2,67,3,1,2,6
439462,1,2,1,48,4,1,2,1
439509,1,1,9,21,3,6,1,8
439516,1,2,1,78,1,5,1,1
439530,1,3,2,34,5,1,2,1
439547,-1,-1,1,80,2,1,2,5
439561,-6,-6,12,34,3,6,2,1
439585,1,2,1,41,3,1,2,1
439608,1,1,12,73,3,1,2,2
439646,1,1,2,38,2,3,1,1
439677,1,2,1,69,5,1,2,5
439721,1,2,1,76,3,1,1,5
439769,1,2,12,53,4,1,1,1
439776,1,2,2,49,3,1,1,1
439806,-6,-6,1,40,5,1,1,1
439837,1,1,1,80,3,1,2,5
439844,2,-1,11,28,4,1,1,1
439868,1,2,11,57,2,1,1,5
439899,1,1,5,71,3,1,2,5
439912,1,1,12,38,5,1,1,1
439929,-6,-6,11,79,2,6,2,6
439943,1,1,10,36,4,1,1,1
440004,-6,-6,11,21,1,1,1,1
440011,1,1,5,42,5,1,2,1
440080,1,2,10,61,4,1,1,1
440141,1,1,1,53,5,2,1,1
440226,1,2,-9,-9,3,3,1,1
440271,1,1,11,79,3,1,1,6
440288,1,2,1,63,5,1,2,1
440301,1,1,10,37,5,1,1,1
440332,-6,-6,1,64,3,5,2,5
440370,-1,-1,2,63,2,2,1,1
440530,1,1,2,56,3,6,2,1
440547,-6,-6,1,40,3,6,2,1
440554,1,2,1,56,4,1,2,1
440622,1,1,12,77,5,1,2,1
440639,1,2,12,26,4,1,2,1
440646,1,2,1,80,4,1,1,1
440660,-6,-6,1,43,5,1,2,1
440677,-6,-6,11,28,2,6,1,1
440738,1,1,4,33,5,1,1,1
440745,1,2,1,67,5,1,2,5
440769,1,1,1,61,4,2,2,6
440776,1,1,2,48,3,3,1,6
440783,-6,-6,2,62,3,1,2,1
440806,1,1,1,55,5,1,1,1
440820,-7,-7,1,67,1,1,1,5
440837,-1,-1,12,36,1,1,2,6
440851,-1,-1,2,78,3,1,2,5
440981,1,1,2,36,3,1,1,1
440998,1,1,2,64,3,1,1,5
441007,1,2,2,45,5,1,2,1
441014,2,-1,11,38,4,2,2,1
441052,-1,-1,12,24,2,6,1,1
441090,1,2,11,65,2,1,1,1
441106,-6,-6,1,-9,4,1,2,1
441144,1,1,2,37,3,1,2,1
441182,1,2,2,58,3,1,1,1
441236,1,1,12,62,2,1,2,5
441243,1,1,7,44,4,1,1,1
441281,-1,-1,12,54,2,1,1,1
441328,1,5,11,42,3,2,2,1
441366,-1,-1,12,37,2,1,2,1
441373,-1,-1,2,-9,2,3,2,1
441434,1,1,12,32,4,1,1,1
441458,1,2,12,67,3,1,1,5
441502,1,1,2,19,3,3,2,8
441540,1,3,2,33,4,3,2,7
441564,-6,-6,11,63,3,1,1,1
441595,1,2,1,55,2,1,1,1
441601,1,2,12,-9,2,-9,-9,1
441625,-6,-6,2,80,2,1,1,5
441649,1,2,1,27,5,1,2,7
441656,-1,-1,11,38,3,3,1,1
441731,-1,-1,12,46,2,1,2,1
441755,1,-9,1,48,3,1,2,1
441762,-6,-6,12,60,5,1,1,1
441779,2,-1,11,37,3,5,1,1
441830,1,1,11,49,3,2,2,1
441847,1,1,9,80,3,1,1,5
441854,-7,-7,3,39,3,3,2,7
441861,1,4,1,27,4,2,2,1
441915,1,2,11,61,2,1,2,2
441922,2,-1,11,37,2,2,2,1
441953,1,2,3,69,2,1,1,1
441960,1,1,2,19,3,4,2,8
441991,1,1,2,55,5,1,1,1
442024,1,1,2,72,4,1,2,5
442048,1,1,12,20,3,1,2,8
442055,1,2,1,65,2,1,2,1
442086,1,1,1,69,3,1,2,7
442109,1,1,1,79,5,1,2,5
442130,1,1,10,27,4,1,2,1
442147,1,1,1,53,3,2,2,1
442192,-1,-1,11,35,2,1,2,7
442222,1,1,2,59,3,3,2,6
442239,1,1,11,47,5,1,2,1
442338,1,1,2,39,4,4,2,7
442352,-1,-1,1,64,4,1,1,1
442390,1,2,1,76,3,1,1,5
442406,-1,-1,12,61,2,2,1,1
442413,1,2,12,70,3,1,2,5
442451,1,-9,5,80,4,1,1,5
442468,1,2,10,67,3,5,1,5
442475,1,2,10,24,4,1,2,1
442505,-6,-6,1,51,5,1,1,1
442550,1,2,11,34,4,1,1,1
442642,1,1,7,43,4,1,2,7
442659,1,1,11,51,3,2,2,6
442666,1,-9,8,63,5,3,1,5
442680,-6,-6,2,37,5,1,2,8
442772,1,1,1,75,4,1,1,5
442802,1,2,12,71,3,1,1,1
442819,-6,-6,12,27,4,4,2,1
442833,1,1,10,80,-2,1,1,5
442918,1,1,2,52,4,1,1,1
442970,1,1,2,68,4,1,2,5
442987,1,1,12,19,3,3,1,1
443027,1,1,12,57,4,1,1,1
443041,1,1,2,58,5,1,1,1
443065,1,2,2,40,2,1,1,1
443119,1,2,12,30,2,1,1,1
443157,1,2,-9,59,2,1,1,1
443171,1,1,12,71,3,1,2,5
443249,1,2,11,73,4,1,1,5
443287,1,1,12,-9,2,-9,2,1
443317,-6,-6,1,73,4,1,2,5
443355,1,1,5,68,3,1,2,5
443386,1,2,11,47,3,1,1,1
443409,-1,-1,12,63,3,1,1,5
443416,1,3,12,48,3,1,2,1
443461,-1,-1,2,59,3,3,2,1
443478,-1,-1,-9,35,3,2,-9,1
443485,1,1,11,73,4,1,1,5
443492,1,2,2,56,3,1,1,1
443508,1,1,2,70,4,1,1,1
443584,1,1,9,80,5,1,1,5
443614,-1,-1,3,34,1,3,1,8
443621,1,1,2,72,3,1,1,5
443676,1,1,1,59,3,1,2,6
443683,1,1,1,61,2,1,2,1
443782,1,1,6,69,-8,1,1,5
443836,-6,-6,8,-9,5,4,2,1
443843,1,1,12,74,4,1,1,5
443874,-6,-6,2,50,5,1,1,1
443935,1,1,11,31,2,1,2,1
443973,-6,-6,1,62,5,1,2,1
443980,-7,-7,2,60,4,1,1,1
443997,-6,-6,1,63,5,5,2,5
444020,1,1,2,56,3,1,2,1
444044,-1,-1,9,32,5,1,2,1
444068,1,1,11,65,3,2,2,1
444075,1,2,11,59,4,1,1,2
444082,1,1,1,77,5,1,2,1
444105,1,2,2,69,3,3,2,5
444174,1,2,12,26,5,1,2,1
444235,1,2,2,-9,3,1,1,1
444242,1,1,12,38,2,3,2,1
444273,1,1,1,30,5,1,2,1
444280,1,1,1,60,5,2,2,1
444334,1,1,12,36,2,4,1,1
444341,1,-9,1,68,3,1,1,1
444358,1,2,2,26,4,1,1,1
444396,1,2,12,80,4,1,1,5
444457,1,1,12,32,5,1,2,1
444495,-1,-1,3,-9,1,3,1,1
444532,-6,-6,3,80,4,1,2,5
444549,1,1,11,31,5,6,2,1
444556,-1,-1,2,37,-2,3,1,1
444617,2,-1,11,26,2,2,1,1
444631,-1,-1,12,20,2,1,1,1
444662,1,2,11,72,3,1,2,5
444679,1,2,1,65,4,1,1,5
444686,1,2,12,47,3,1,2,1
444693,-1,-1,-9,18,2,3,2,6
444709,1,3,11,27,1,1,2,7
444716,1,1,2,48,3,1,2,1
444761,-7,-7,2,74,2,1,1,5
444778,1,2,1,69,3,1,2,1
444860,1,1,11,52,2,1,1,2
444891,-7,-7,1,63,3,1,2,1
444914,1,1,10,58,4,1,1,1
444945,1,2,2,55,3,1,1,1
444952,1,1,12,80,2,1,2,5
445023,1,1,12,46,4,1,2,1
445054,1,2,1,77,4,5,2,6
445085,2,-1,11,-9,4,3,1,1
445115,1,2,12,56,2,1,2,7
445146,1,1,9,42,4,6,2,1
445153,1,2,12,63,2,1,1,1
445160,1,2,10,24,3,1,1,1
445191,1,2,11,42,3,1,2,7
445207,1,1,1,67,4,1,2,5
445337,1,1,5,78,-2,1,2,5
445344,-1,-1,2,65,5,1,1,5
445399,1,1,2,25,4,1,1,2
445405,1,1,1,24,4,1,2,1
445498,1,2,1,40,5,1,2,1
445528,-1,-1,2,60,4,3,1,1
445702,-1,-1,1,48,4,1,2,1
445788,-1,-1,11,32,2,2,2,1
445801,1,2,1,49,4,1,2,2
445818,1,1,11,71,3,1,1,5
445856,-6,-6,1,72,3,1,1,1
445917,1,5,-9,80,3,6,2,1
445924,1,2,4,-9,4,1,2,7
445979,1,1,11,70,3,1,2,5
445986,1,1,10,33,4,1,1,1
446095,-1,-1,12,34,2,3,2,1
446125,1,1,11,80,2,2,2,5
446187,-6,-6,12,54,3,5,2,1
446194,1,2,1,53,3,1,2,7
446200,1,1,1,59,3,3,2,1
446231,1,2,12,38,2,1,1,1
446248,1,1,7,27,5,4,1,1
446255,1,2,1,51,5,1,2,1
446293,-6,-6,12,53,4,1,1,1
446309,1,1,10,31,5,1,1,1
446316,1,2,2,31,4,1,1,1
446354,1,2,2,75,4,1,1,5
446361,1,1,10,72,3,1,1,5
446378,1,1,10,34,4,6,2,1
446439,-6,-6,5,40,5,2,2,1
446446,1,2,5,64,3,1,1,1
446491,-1,-1,11,21,3,1,2,5
446538,1,2,1,-9,3,1,1,1
446545,1,1,11,53,-2,2,1,1
446606,1,1,-9,61,1,3,1,1
446613,1,2,2,80,2,1,2,7
446651,1,1,11,65,4,2,2,1
446668,-7,-7,10,25,3,1,2,1
446675,1,1,10,64,5,1,2,1
446705,1,1,11,-9,3,1,2,1
446712,1,1,2,70,3,1,2,7
446750,1,2,1,58,4,1,2,1
446767,1,1,2,67,3,1,2,5
446804,-6,-6,2,58,3,1,1,5
446811,1,1,1,65,5,1,2,1
446866,-6,-6,11,76,2,1,2,5
446873,1,2,2,32,4,1,2,1
446927,1,2,1,45,3,1,2,1
446941,1,2,10,52,3,1,2,1
446958,-1,-1,12,34,2,5,2,7
446996,-6,-6,12,21,2,1,1,1
447005,1,2,1,59,4,1,1,1
447012,1,2,11,57,3,1,2,7
447043,1,2,2,80,1,1,2,5
447074,-1,-1,1,68,5,2,2,1
447081,1,2,1,76,2,1,1,5
447098,-6,-6,1,80,3,1,1,5
447104,1,1,10,62,5,1,1,1
447173,1,1,1,75,5,1,2,5
447180,1,2,9,26,2,1,2,1
447265,1,2,11,62,3,1,1,5
447289,1,1,9,36,3,1,1,1
447296,1,2,12,40,2,1,2,1
447319,1,1,12,42,2,1,2,7
447333,1,2,2,52,5,1,1,1
447388,1,1,2,63,3,1,2,5
447395,1,2,5,40,5,1,1,1
447418,1,2,11,69,3,1,1,5
447449,-6,-6,12,29,3,2,1,1
447517,1,2,12,68,3,1,2,5
447531,-6,-6,1,-9,-9,1,1,1
447555,1,2,1,72,4,1,1,5
447609,-6,-6,11,40,3,1,2,1
447647,1,1,1,69,3,1,2,5
447685,1,1,1,62,4,1,2,1
447715,1,1,2,56,4,1,1,1
447722,1,2,1,70,5,5,2,5
447753,1,1,12,46,4,4,2,1
447760,1,1,12,63,5,1,1,1
447777,1,2,2,33,4,1,2,1
447791,1,1,1,30,3,2,1,1
447838,1,1,12,36,5,1,2,1
447845,1,1,1,48,5,1,1,1
447876,1,2,2,31,3,3,1,1
447883,1,2,1,65,3,1,1,1
447890,-6,-6,3,57,2,3,2,1
447913,1,2,11,58,2,1,2,1
447920,1,2,10,31,3,1,1,1
447944,-6,-6,7,46,5,1,1,5
447951,1,1,5,77,5,1,1,5
448046,1,2,12,73,3,3,2,5
448084,1,1,6,20,4,6,2,2
448114,-1,-1,9,30,5,1,1,1
448367,-6,-6,11,80,2,1,1,5
448381,1,1,1,63,3,1,1,1
448480,1,1,2,59,5,1,2,1
448497,1,1,9,66,3,1,1,5
448510,-6,-6,11,80,2,2,2,5
448527,1,1,11,37,5,3,1,1
448534,-1,-1,4,50,2,1,1,7
448541,-1,-1,3,27,2,3,2,1
448558,1,1,10,23,4,1,1,4
448572,1,1,11,30,5,1,1,1
448596,1,1,4,32,5,1,2,7
448602,1,1,2,65,3,1,2,1
448626,1,2,11,45,3,4,2,1
448633,1,-9,11,60,2,1,1,6
448640,-6,-6,12,21,3,2,1,1
448671,1,1,1,68,3,1,2,1
448695,1,2,12,40,3,1,1,6
448770,-7,-7,11,49,3,2,2,1
448787,1,1,5,20,3,3,2,1
448800,1,2,1,51,4,1,2,7
448824,1,1,12,42,2,1,2,1
448831,1,1,12,56,1,2,2,6
448848,1,2,2,21,-2,1,1,1
448862,1,2,1,35,2,1,1,1
448893,-1,-1,12,32,3,2,2,1
448909,1,1,12,41,5,1,1,1
448930,-6,-6,6,20,2,2,1,1
448947,1,1,1,67,3,1,2,5
448961,1,2,1,19,3,1,2,1
449018,1,1,7,23,4,3,2,1
449049,1,5,12,50,5,5,1,1
449063,1,1,11,34,4,4,1,1
449100,1,1,12,35,3,1,2,1
449117,1,2,1,42,4,1,1,1
449131,1,2,1,-9,5,1,1,5
449148,1,5,4,28,5,1,1,1
449162,1,1,7,33,5,1,1,1
449179,-6,-6,2,75,3,1,2,5
449193,1,1,12,41,3,1,2,1
449230,1,1,1,61,5,1,2,6
449247,1,1,12,32,4,4,1,1
449254,-6,-6,10,42,4,1,1,1
449261,-1,-1,3,34,2,2,1,6
449308,-6,-6,7,49,4,4,1,1
449391,-6,-6,2,64,3,1,2,1
449407,1,1,12,38,4,2,1,1
449445,-6,-6,1,65,3,1,2,5
449476,1,1,10,36,3,1,2,1
449506,1,1,1,66,3,1,1,5
449537,1,2,11,71,3,1,1,5
449568,1,1,12,32,5,1,2,1
449575,1,2,11,65,2,1,2,1
449605,1,2,11,54,3,3,1,1
449636,-1,-1,11,51,4,1,2,1
449643,1,1,11,38,3,2,1,1
449650,1,1,1,-9,3,3,1,1
449667,-1,-1,12,44,2,1,1,1
449681,1,1,1,60,2,2,1,1
449773,1,1,12,46,4,1,2,1
449834,1,1,1,72,5,1,1,5
449858,1,1,10,22,3,3,1,1
449865,1,2,2,69,3,1,2,1
449889,1,1,1,74,5,1,1,5
449902,1,1,2,73,3,1,2,5
449926,1,1,1,77,3,1,2,5
449957,1,1,2,73,3,1,1,5
449971,1,1,9,51,5,1,1,1
449995,1,2,11,59,3,1,1,1
450018,-1,-1,1,70,4,1,1,1
450025,1,2,2,53,4,1,1,1
450094,1,1,2,75,5,3,1,5
450124,1,2,12,50,2,1,1,1
450131,1,1,2,80,4,1,2,5
450148,-6,-6,2,43,5,3,2,1
450186,1,1,5,80,3,1,1,5
450223,1,1,1,80,4,1,1,5
450230,1,1,2,34,4,4,2,1
450339,1,1,1,67,3,1,2,5
450346,1,1,12,57,3,3,2,1
450353,-6,-6,1,64,4,1,2,1
450360,1,1,1,51,3,1,1,1
450469,1,2,2,56,4,1,2,1
450506,1,2,1,42,5,1,2,1
450537,1,1,10,-9,5,1,2,1
450599,-1,-1,2,74,2,5,1,1
450650,1,1,1,66,2,1,2,1
450667,1,2,1,44,5,6,2,1
450698,-6,-6,10,27,4,1,2,1
450728,1,1,10,25,3,1,1,1
450797,1,2,1,51,3,1,2,6
450803,1,2,2,52,2,1,1,1
450841,1,3,2,73,5,-9,1,1
450902,1,1,10,35,4,3,1,1
450933,1,1,12,43,3,1,2,6
450971,1,1,2,45,5,1,1,1
450988,1,1,11,-9,1,2,2,5
451028,1,1,9,27,4,4,1,1
451035,-6,-6,6,27,4,4,2,1
451042,-1,-1,11,37,3,1,1,1
451059,1,2,11,52,1,1,2,7
451066,1,2,2,73,2,1,2,5
451073,1,2,1,40,5,2,1,1
451080,1,1,2,71,5,1,2,5
451097,1,2,1,-9,5,1,2,1
451134,1,1,12,30,2,3,2,1
451165,1,1,12,26,1,6,2,2
451189,1,1,1,29,4,1,2,1
451196,-6,-6,11,51,2,3,2,7
451202,1,2,2,57,3,1,2,1
