3 301:1 120:1 251:1
13 363:1 456:3 253:1 174:1 330:2 225:1 306:1 138:2 244:1 75:1 322:2 257:1 100:1
16 423:1 91:1 307:1 215:1 392:1 116:1 237:1 301:1 363:1 458:1 432:1 455:1 264:1 195:1 27:1 297:1
7 120:1 182:2 91:1 291:1 251:1 135:1 198:1
7 146:1 355:2 363:1 286:1 412:2 332:1 144:1
18 44:1 93:1 92:1 91:1 379:1 271:1 324:1 231:1 121:1 97:1 416:1 299:1 405:1 227:1 466:1 357:1 331:1 239:1
18 132:1 120:1 426:1 333:1 168:1 296:1 69:1 237:1 318:1 166:1 294:1 408:1 458:1 19:1 365:1 170:1 198:1 154:1
13 282:1 351:1 345:1 91:1 212:1 274:1 50:1 286:2 47:1 432:1 357:1 355:1 76:1
6 363:1 286:1 100:1 75:1 386:1 198:1
7 91:1 171:1 325:1 268:1 251:1 26:1 50:1
3 183:1 251:1 297:1
9 374:1 447:1 161:1 91:2 149:1 17:1 286:1 440:1 277:1
9 270:1 182:1 91:1 361:1 460:1 220:1 75:1 264:1 372:1
11 3:1 209:1 299:1 157:1 251:1 71:1 8:1 458:2 289:1 27:1 135:1
14 91:1 98:2 168:1 457:1 17:1 220:1 256:1 127:1 458:1 293:1 32:1 401:1 133:1 297:1
11 230:1 91:2 405:1 237:1 256:1 306:1 434:1 243:1 182:1 362:1 381:1
19 377:1 92:1 177:1 264:1 299:1 373:1 390:1 17:1 363:1 308:1 127:1 317:1 100:1 75:1 386:1 182:1 410:1 265:1 204:1
16 440:2 76:1 276:1 299:1 168:1 312:1 237:1 327:1 225:1 213:1 4:1 455:1 405:2 418:1 135:1 91:1
2 440:1 286:1
9 258:1 91:1 343:1 392:1 286:1 28:1 458:1 152:1 181:1
3 50:1 251:1 458:1
14 437:1 401:1 221:1 91:3 234:1 430:1 224:1 340:1 286:1 206:1 297:1 135:1 409:1 266:1
9 74:1 355:1 262:1 343:1 247:1 50:1 286:1 383:1 470:1
12 161:1 76:1 169:1 147:1 299:1 168:1 65:1 17:1 286:1 440:1 103:1 91:1
6 99:1 91:1 184:1 17:1 286:1 225:1
7 91:2 299:1 269:1 463:1 294:1 455:1 440:1
9 68:1 125:1 91:1 113:1 427:1 17:1 266:1 135:2 194:1
12 81:1 298:1 91:3 234:1 296:1 251:1 427:1 48:1 269:1 458:2 27:1 286:1
2 166:1 422:1
20 107:1 91:1 234:1 343:2 299:1 207:1 224:1 112:1 17:1 71:1 12:1 50:1 269:1 189:1 119:1 386:1 407:1 461:1 135:1 7:1
9 171:1 299:1 220:1 225:1 213:1 173:1 264:1 440:1 51:1
11 425:1 182:3 91:1 21:1 113:1 237:1 220:1 458:2 264:1 58:1 135:1
7 149:1 424:1 85:1 333:1 427:1 42:1 20:1
6 439:1 355:1 247:1 467:1 240:1 264:1
3 299:1 168:1 440:1
11 132:1 282:1 91:1 242:1 361:1 71:2 53:1 17:1 269:1 136:1 52:1
11 68:1 40:1 270:1 182:1 76:1 299:1 149:1 286:1 264:1 364:1 275:1
14 439:1 108:1 101:1 421:1 427:1 301:1 166:1 30:1 321:1 20:1 210:1 372:1 51:1 233:1
16 270:1 263:1 25:1 171:1 299:1 290:1 342:1 71:1 17:1 267:1 288:1 458:1 363:1 195:1 27:1 266:1
21 337:1 273:1 193:1 458:1 133:1 322:1 93:1 269:1 412:1 347:1 413:1 250:1 190:1 391:1 367:1 218:1 432:1 323:2 453:1 203:1 73:1
9 91:1 325:1 378:1 251:1 220:1 151:1 286:1 458:1 27:1
17 16:1 99:1 440:1 230:1 91:1 405:1 309:3 343:1 220:1 432:1 158:1 264:1 187:1 266:1 383:1 135:1 89:1
3 166:1 36:1 422:1
6 409:1 91:1 373:1 220:1 17:1 401:1
4 427:1 9:1 270:1 51:1
18 311:1 87:1 299:1 171:1 43:1 220:1 82:1 449:1 467:1 83:1 164:1 75:1 332:1 264:3 362:1 372:2 52:1 222:1
7 182:1 91:1 370:1 392:1 127:1 264:1 372:1
1 409:1
15 132:1 40:1 78:1 440:2 182:1 91:1 234:1 255:1 299:1 168:1 143:2 371:1 137:1 396:1 266:1
10 463:1 355:1 312:1 380:1 327:1 455:1 412:1 332:1 264:1 136:1
17 10:1 161:1 125:1 91:1 110:1 325:1 247:1 116:1 425:1 427:1 90:1 432:1 221:1 468:1 135:2 56:1 287:1
6 91:1 312:1 464:1 134:1 17:1 75:1
15 270:1 420:1 465:1 320:1 296:1 466:1 42:1 269:1 211:1 249:1 264:2 405:1 278:1 135:1 96:1
13 76:1 426:1 147:1 299:2 399:1 112:1 200:1 150:1 342:1 269:3 452:1 440:1 91:2
14 216:1 201:1 22:1 309:1 299:2 360:1 301:1 306:1 114:1 292:1 264:2 368:1 405:1 287:2
15 120:1 245:1 345:1 91:2 72:1 247:1 443:1 71:2 286:1 100:2 183:1 195:1 406:1 277:1 297:1
11 221:1 91:1 98:1 432:1 363:1 17:1 458:1 264:1 128:1 182:1 310:1
3 174:1 47:1 162:1
5 91:1 299:1 460:1 264:1 198:1
3 424:1 372:1 353:1
5 299:1 53:1 47:1 440:1 198:1
5 355:1 171:1 458:1 264:1 32:1
5 91:1 234:1 71:2 139:2 297:2
6 182:1 91:1 21:1 341:1 240:1 51:1
8 132:1 270:1 462:1 325:1 102:1 303:1 251:1 301:1
6 180:1 46:1 174:1 70:1 450:1 409:1
9 74:1 176:1 147:1 436:1 363:1 245:1 47:1 165:1 286:1
2 337:1 223:1
5 77:1 174:1 416:1 336:1 47:1
9 99:1 182:1 91:1 251:1 151:1 51:1 292:1 277:1 73:1
13 270:1 352:1 91:2 217:1 299:1 373:1 338:2 251:2 277:1 225:1 213:1 4:3 135:1
7 140:1 174:1 468:1 235:1 111:1 346:1 38:1
12 245:1 458:1 101:1 299:1 17:1 326:1 100:1 90:1 75:1 455:1 425:1 334:1
13 132:1 439:1 99:1 176:1 125:1 468:1 460:1 279:1 342:1 286:1 86:1 302:1 425:1
11 161:1 91:2 142:1 299:1 69:1 192:1 443:1 134:1 449:1 294:1 470:1
7 76:1 269:1 432:1 332:1 438:1 431:1 233:2
12 246:1 91:1 325:1 251:1 332:1 340:1 286:1 310:1 458:1 39:1 123:1 198:1
12 125:1 91:2 456:1 149:1 251:1 277:1 442:1 306:1 205:1 136:1 135:2 198:1
5 442:1 69:1 237:1 327:1 272:1
6 176:1 182:1 427:1 301:1 33:1 297:2
15 132:1 335:1 184:1 409:1 398:1 171:2 207:1 361:1 50:1 269:2 426:1 186:1 266:1 381:1 167:1
10 298:1 63:1 76:1 171:2 147:1 130:1 301:1 17:1 50:1 387:1
18 132:1 0:1 172:1 153:1 182:1 91:1 426:1 149:1 460:1 270:1 237:1 301:1 342:1 359:1 458:1 58:1 277:1 266:1
13 182:2 91:2 247:1 71:1 425:1 301:1 17:1 350:1 375:1 195:1 461:1 135:1 297:1
8 285:1 146:1 172:1 370:1 299:1 100:1 13:2 186:1
12 176:1 91:1 325:1 71:1 425:1 301:1 86:1 213:1 363:1 440:1 135:2 260:1
14 270:1 409:1 197:1 191:1 450:1 71:1 220:1 429:1 433:1 264:1 182:1 461:1 248:1 167:1
8 107:1 221:1 91:1 460:1 419:1 286:1 264:1 198:1
19 440:1 125:1 91:2 450:1 269:1 168:1 151:1 220:1 17:1 14:1 348:1 458:1 299:1 173:1 136:1 341:1 284:1 250:1 287:1
21 465:1 23:1 259:1 79:1 458:2 183:1 297:1 182:1 17:1 256:1 269:1 228:1 37:2 94:1 91:1 214:1 68:1 270:1 459:1 67:1 432:1
10 176:1 91:1 171:2 71:1 427:1 151:1 286:1 292:2 195:1 287:2
11 64:1 99:1 91:1 104:1 112:1 124:1 412:1 299:1 155:1 405:1 73:1
5 91:1 237:1 286:1 455:1 27:1
12 298:1 441:1 176:1 160:1 91:3 21:1 299:2 251:1 252:1 442:1 277:1 297:1
8 270:1 232:1 312:1 220:1 301:1 269:1 458:1 297:1
9 132:1 161:1 182:1 91:1 426:1 256:1 424:1 117:1 238:1
10 182:1 91:2 264:1 130:1 450:1 256:1 47:1 240:1 125:1 76:1
18 161:1 182:1 91:1 232:1 456:1 50:1 363:1 148:1 17:1 245:1 461:1 404:1 342:1 375:1 195:1 27:1 198:1 297:1
16 368:1 270:1 182:1 142:1 299:1 312:1 252:1 301:1 17:1 412:1 458:2 119:1 444:1 135:1 179:1 287:1
2 317:1 432:1
7 270:1 91:2 141:1 290:1 286:1 410:1 198:1
18 172:1 161:2 295:2 91:2 299:1 291:1 151:1 71:1 220:1 150:1 17:1 286:1 458:1 206:1 264:1 440:1 310:1 266:1
14 68:1 99:1 182:1 91:2 264:1 455:1 269:1 458:1 186:1 128:1 80:1 401:1 286:1 233:1
12 120:2 176:1 234:1 296:1 312:1 259:1 252:1 17:1 14:1 299:2 405:1 425:1
11 460:1 91:1 296:1 259:1 192:1 425:1 463:1 50:1 286:1 264:1 135:1
12 258:1 394:1 91:2 21:1 341:1 427:1 458:1 432:1 316:1 264:1 322:1 266:1
13 358:1 171:1 403:1 425:1 42:1 151:1 269:1 458:1 432:1 389:1 219:1 277:1 287:2
13 216:1 2:1 468:1 182:1 328:1 149:1 327:1 305:1 435:1 57:1 264:1 461:1 297:1
